date,DQN_Prediction,actual_price
2024-06-26,936.7223330262004,951.020175201144
2024-06-27,958.887021998941,894.6399399701373
2024-06-28,933.0688928553532,953.9359922486506
2024-07-01,975.1931604117763,894.1448449940577
2024-07-02,951.8651842208233,906.9945973556953
2024-07-03,956.341956258346,876.3970959169694
2024-07-04,939.6682261236313,882.6119596800328
2024-07-05,945.0145239608912,926.0710519255791
2024-07-08,973.1255119689808,985.9181918263074
2024-07-09,976.6627673990971,925.8044869352269
2024-07-10,913.9277667791828,940.6414183082136
2024-07-11,929.626624949931,974.0384320694731
2024-07-12,944.3134960312747,985.482369065637
2024-07-15,874.8816149545646,864.877808817006
2024-07-16,848.0332611168307,846.6955568059061
2024-07-17,851.2340407384197,853.2580149172293
2024-07-18,834.7128505696769,895.6300899275493
2024-07-19,843.9604760211756,865.9349499760443
2024-07-22,850.6950315298709,853.2095412835748
2024-07-23,859.8765856589297,845.2043126603286
2024-07-24,861.5292086096192,846.8427774704953
2024-07-25,863.2730995735096,813.3633345351749
2024-07-26,919.980891784409,925.1255761008339
2024-07-29,976.1831903849464,896.1910162575854
2024-07-30,968.1996789094513,882.2224508366659
2024-07-31,978.9068726667138,993.2123138436327
2024-08-01,979.0884088244345,890.8725947591514
2024-08-02,946.4162598621464,895.1477932705864
2024-08-05,941.015489179146,932.1837691041925
2024-08-06,952.5151388582148,922.1380484715266
2024-08-07,946.4076209967426,907.4287803317288
2024-08-08,946.0341100522716,853.9111291396528
2024-08-09,867.8476187732861,978.8789963278876
2024-08-12,836.17213891221,880.4666814328453
2024-08-13,800.0279259578062,836.4122673746368
2024-08-14,781.4968397612822,804.5791682146893
2024-08-15,756.3989360259859,730.469981437797
2024-08-16,748.9435951825376,748.662112151465
2024-08-19,721.4104112878191,709.1324638274668
2024-08-20,678.478729774122,710.5899924011213
2024-08-21,718.7459212319665,682.2374761144514
2024-08-22,719.6922369464038,701.7274763707932
2024-08-23,707.9116641627238,682.4679658427934
2024-08-26,713.7694948171788,779.9350848763212
2024-08-27,733.3113282659433,770.1085354585286
2024-08-28,732.3494146000825,765.3962743492589
2024-08-29,725.4315631647878,761.6858816583423
2024-08-30,724.330627757522,755.1286228641602
2024-09-02,727.772735683955,730.6790339816185
2024-09-03,706.5142076994232,666.7426311493724
2024-09-04,668.8155189040561,658.2480667936492
2024-09-05,658.9818904160022,632.8252257344043
2024-09-06,659.4498289587061,661.5096784257896
2024-09-09,642.8675068188074,634.9311291529343
2024-09-10,636.5295992158614,621.8988607622687
2024-09-11,634.541060383106,627.9017723623355
2024-09-12,626.263667504894,600.2366257990998
2024-09-13,615.9287848496855,623.6390522120394
2024-09-18,611.8587193968427,580.4084299600995
2024-09-19,613.0088483432132,589.6900509467519
2024-09-20,606.2179802304045,575.8921831070512
2024-09-23,609.6434103472386,573.6752542701839
2024-09-24,620.9971991831244,547.3663295858446
2024-09-25,606.4666275739934,539.8454973437914
2024-09-26,591.998987699644,613.9316471462737
2024-09-27,599.4242124984208,599.8024028283189
2024-09-30,616.560701856072,649.4267853477251
2024-10-08,618.3618852953831,570.7103436704407
2024-10-09,609.5947967319688,610.3434184108006
2024-10-10,604.2151832702582,588.0513661654753
2024-10-11,565.1798900195157,609.4485759360607
2024-10-14,575.1525002542276,559.643377164384
2024-10-15,570.6646096769721,563.3430512630405
2024-10-16,545.8968825775128,575.3945484645219
2024-10-17,592.2287175277885,546.6614021683722
2024-10-18,553.0605217319686,557.2067171861821
2024-10-21,594.5993061835505,618.8575401979241
2024-10-22,629.1524880980138,598.7503609995535
2024-10-23,607.2962786107327,627.2633562095226
2024-10-24,633.725967434362,617.8626308655906
2024-10-25,628.9919091878465,622.1784440428473
2024-10-28,667.1769741043951,651.1335411888035
2024-10-29,687.4639896837285,665.9658131737367
2024-10-30,698.2509729617341,654.0231016847472
2024-10-31,688.9111196231007,694.8375412690718
2024-11-01,725.3773302875309,706.3707065463274
2024-11-04,740.6533639904617,721.3961731578017
2024-11-05,752.093701459374,704.8338283941495
2024-11-06,743.4168010509851,674.1722953650929
2024-11-07,739.4909166619412,693.302182917289
2024-11-08,744.4424663439459,655.1831493284332
2024-11-11,724.5531185364162,689.9420242279499
2024-11-12,740.8844936347596,749.186483282524
2024-11-13,768.8086261837457,831.5091513315394
2024-11-14,785.4880355725685,847.116581510098
2024-11-15,836.8738467525296,757.4411991390512
2024-11-18,802.7587672993294,764.8242694742374
2024-11-19,811.6958735332595,761.189026913384
2024-11-20,819.1966884043193,803.8463444610172
2024-11-21,816.0004281891684,756.4081348178511
2024-11-22,808.2252493520446,751.3386006314895
2024-11-25,824.9488929313144,708.8797370196595
2024-11-26,820.2793462120966,850.9121230178878
2024-11-27,865.2884748816626,881.7237563333347
2024-11-28,920.4278730795593,894.6041846661051
2024-11-29,864.8076980250949,903.265407133576
2024-12-02,876.2895100468947,878.616164472814
2024-12-03,876.1410895398884,893.1484958508236
2024-12-04,875.7829765731046,856.0895230375547
2024-12-05,862.4189317567124,842.0639251070714
2024-12-06,831.3492923268225,817.1746739681244
2024-12-09,823.6924179520337,817.9764486660376
2024-12-10,823.5717937943589,790.6444783446818
2024-12-11,814.3077305017447,838.8309097192073
2024-12-12,824.0644490908568,833.1288985999979
2024-12-13,816.3284251112807,767.957537962486
2024-12-16,792.3402156328956,770.6009507865432
2024-12-17,793.8902120621682,732.4852767564556
2024-12-18,742.1303700060218,681.2604844288812
2024-12-19,735.7364097648193,677.8421333823085
2024-12-20,737.8432930546568,682.162485963377
2024-12-23,734.5884805295469,688.3728703147495
2024-12-24,733.0538820779616,648.0552854753831
2024-12-25,737.0263603475397,700.2193944366278
2024-12-26,728.4364085196498,688.9878295483064
2024-12-27,739.9652543642035,732.0775303083474
2024-12-30,762.6048409656677,778.5103519954032
2024-12-31,752.5857168399161,755.0809091307033
