date,open,close,high,low,volume
2014/3/19,491.884329797065,488.14538617691034,493.59710238718765,486.71528629640085,127547.51268118953
2014/3/20,422.6276290298957,420.8726482008959,423.82713409418227,419.00421121813355,135650.67708283296
2014/3/21,430.18105469726964,431.01487549323997,433.0116862197067,427.8228052990344,141672.57551284213
2014/3/24,410.97497675373296,414.2360967693482,415.8148007092545,409.41314682316874,121907.8381927148
2014/3/25,428.71858047882745,434.9423534161643,437.2404113269588,427.6890160825147,228682.00612399785
2014/3/26,457.46840104772656,459.31795218748664,460.46030282431155,455.1989419188054,100129.25491141967
2014/3/27,431.6294472129097,431.44430605152536,433.93214260936327,428.9958127915648,121545.56649912981
2014/3/28,447.12842586763975,451.6652606902631,452.2405505456709,446.0449405314933,128544.26900438064
2014/3/31,409.7809378708436,409.2256870184365,412.0150462109793,407.9260200466498,134271.061255961
2014/4/1,492.57340206430393,494.5919284514492,496.5402542769998,489.60596379647785,91815.75987698103
2014/4/2,455.3078878693568,453.6586144634805,456.9223748272023,452.77947778426244,110985.03260469083
2014/4/3,436.3278225802686,438.680163326906,439.9152370747679,434.728165446549,106041.04741836962
2014/4/4,438.78283648282115,442.11590165700915,442.76437885907455,438.132877127253,113758.84791069687
2014/4/8,427.3291072867597,428.1851036151939,430.61079858911984,425.18239356588595,118914.27711744914
2014/4/9,486.109786290323,482.6919953571398,487.03198782358567,480.5867047122864,98204.66083276381
2014/4/10,456.69778970312814,453.55515088948874,458.7250059961443,452.96760979049486,112257.07938501447
2014/4/11,452.77406449290197,452.647427842294,454.1616458766709,450.79337928930767,93218.3185684797
2014/4/14,451.35617936261104,452.8134040433891,455.66647782885985,449.6625663554381,130244.19634856968
2014/4/15,463.3649592820545,464.50292345526157,466.12697792750714,461.07070800767735,103959.70373485541
2014/4/16,425.4639494861975,424.08453409794566,426.5267508906353,422.8765316705187,108276.65499299824
2014/4/17,529.8958264154456,531.0895871694153,533.8298897839846,528.1297983984053,87953.3500253704
2014/4/18,442.6962254906151,438.5696863008891,443.70696679658244,436.2644658918506,170794.50168950344
2014/4/21,497.5813160951087,496.03682935186544,499.0408201333611,494.0495984898232,78385.56349108265
2014/4/22,520.3431850952393,524.7181042118693,526.1369904921876,517.9807970254799,116412.59233260811
2014/4/23,466.7766881008758,467.22175034929955,468.3904610840704,462.94453508304787,117401.50912015632
2014/4/24,475.3240977604459,476.5362752845455,477.70519924278017,473.4528653540138,123782.43434703563
2014/4/25,542.9515391267395,536.9382249416955,544.0247795345515,535.9869293734658,85852.07519009309
2014/4/28,429.8646089096024,427.0172160204406,430.4544035928763,425.84555525980886,98002.25072395503
2014/4/29,486.1669603333011,488.58717052854456,490.1687481086081,484.47185357279506,96519.185331531
2014/4/30,488.06357184724936,486.4877316595574,488.91130178405587,484.96284610867804,74837.27301261539
2014/5/5,536.4253313653777,540.686347098356,542.3754847312313,533.0531318861331,92301.34864952754
2014/5/6,541.9161558265657,542.7076027027944,544.8769996720008,539.7263020594445,80812.23785822312
2014/5/7,502.27409745559606,504.7375161748836,507.2094038683862,500.2264728948941,129495.16663359146
2014/5/8,485.3457448635514,482.9613898098023,486.9661767990533,481.6525799018529,111242.90604685163
2014/5/9,478.45958008251216,477.4524954978133,479.8706255816106,475.2738449823791,93306.97044384498
2014/5/12,463.5702951118587,464.3620547409332,467.36202257281013,461.3320598727188,105531.73482454219
2014/5/13,466.6650168056614,465.93572561048904,468.90733986312017,464.31607897063236,93635.51749552584
2014/5/14,471.40871257222716,471.1533810499067,473.2126489837983,469.1776843271073,78112.13288019289
2014/5/15,485.72559463024845,482.1143164687281,487.2318259819942,481.56500315188066,107346.53969606325
2014/5/16,443.7991729023071,441.1427619271218,444.253384600408,437.91621853532274,141174.04455136793
2014/5/19,444.385676027286,445.3270701530254,447.94872475725236,442.36664744452247,140333.5091484359
2014/5/20,433.5000937784483,433.9567190434778,435.2167973125991,431.5567108569081,100493.7113005326
2014/5/21,530.991457443668,536.6824173733064,539.3215594419273,530.0545980463585,125029.82008001315
2014/5/22,485.4321717962886,488.25143570612903,490.6003014330567,484.24124584465375,146903.80237739405
2014/5/23,552.8800390776348,555.7415751194937,556.9338132212449,550.4055907941255,93875.54209460352
2014/5/26,461.9842912,463.71921581526277,465.5138554015641,459.3416720755766,138094.69183132777
2014/5/27,567.9212348072524,561.7079699467528,569.8241132880449,560.7333443269996,95933.38257206244
2014/5/28,464.60248134234394,465.7967734806925,467.30686306471773,461.790138241928,108455.52846839161
2014/5/29,543.3964914082658,547.3140766304638,549.3928945299633,542.3517091196288,83715.82345907712
2014/5/30,470.7287089479339,468.10728570875364,471.3376117925064,465.13933971337644,121725.98987882651
2014/6/3,500.4088715464883,502.56135050506526,505.6397210292855,498.37200142022374,98438.41901138899
2014/6/4,535.0526781682468,537.5588621596659,539.8062935976004,533.6051664537528,90632.83842254127
2014/6/5,502.4006229408703,505.56590568938935,506.9337440567329,499.6042867622076,132169.88614015054
2014/6/6,505.78832680643416,505.97812416769915,508.124159024941,503.9017037617974,108865.94671409977
2014/6/9,491.2973411872526,492.20268110456084,494.6044139705334,488.6735736247972,86672.40218184426
2014/6/10,572.5636764721297,576.526217797031,577.7338915839764,569.2347114223853,131511.55966618165
2014/6/11,621.3277009794266,620.9898712499042,624.6071775633461,618.1336292897157,93098.59972903138
2014/6/12,546.6402419363075,548.6641090425845,550.7429909836522,544.250539264474,95186.07055608668
2014/6/13,575.8393826295913,580.2348370302419,583.4132502706931,574.6923117628339,116625.19326182784
2014/6/16,548.5818492691704,550.9207428857892,553.330703108345,545.5689173361119,112257.27465895226
2014/6/17,570.48239426025,565.4177302589677,572.6462339418199,562.8372570846949,122113.5376380811
2014/6/18,627.2426468396532,624.4851141049012,631.7231924091361,622.9533854349268,94341.09222550734
2014/6/19,552.9716298267585,552.5731958959578,555.1986604298195,550.3290062396851,88568.7940864338
2014/6/20,475.9994657970789,480.72858014256116,481.15048712751206,474.2280493399365,136412.7375315075
2014/6/23,570.6176380222342,563.9578880848228,573.0890279291347,561.9220414147392,121884.99590028999
2014/6/24,579.126089825136,581.558798264946,582.6548181194726,577.5435141553133,94559.62704379247
2014/6/25,605.4965537743558,605.7160030486974,607.8368293781522,601.6898480887835,87363.16531919106
2014/6/26,499.8325611318925,503.35503042979235,505.37166903323595,497.8289611788297,125454.96830534535
2014/6/27,586.3332226818827,588.9090500825579,591.1894692154465,583.970324268763,91399.59833595288
2014/6/30,616.8956181346081,619.3446141490072,621.6196680095495,614.8760575908971,78757.70336095993
2014/7/1,605.8507820939922,607.7301560500854,609.9402869527936,602.3032393067235,75019.96790094295
2014/7/2,616.4147478368485,614.2251674154982,618.5412889023436,603.7938774907343,110252.38774171466
2014/7/3,670.8128048720126,674.9410058261034,679.8941359163263,668.5477912483316,68077.60992947797
2014/7/4,626.1514723378941,630.3402541780144,631.4957959485511,623.7205351117661,92809.9511413589
2014/7/7,600.3898844358572,600.1858864124953,604.5001535393795,595.6611490229682,115453.45357655772
2014/7/8,568.8243167792798,568.7015734722278,571.3842117245132,561.7071005254259,109723.89036425202
2014/7/9,634.0012513435855,626.7181878025694,635.2724511187613,623.4579831902463,94482.56204387991
2014/7/10,532.5191084055369,532.2377599233743,536.2145611401155,529.6715346841105,150029.9431837658
2014/7/11,553.6633634796929,555.2419064183133,556.5637661367383,551.0661812295455,138626.1331896604
2014/7/14,538.1969091166832,540.4934200242907,542.6768373623239,536.78775507201,121094.4061192038
2014/7/15,569.1443085139509,569.4085341472746,571.9478453122882,566.4712401543393,88147.48672644717
2014/7/16,616.9742861541132,621.2493679772127,622.9218793759599,614.2837848323398,81566.02650725775
2014/7/17,634.3592047138231,630.7964052592054,637.47370905372,629.4288080779063,100295.65876954226
2014/7/18,604.8769137879655,597.4783527856849,606.1076455859084,593.0751915260514,152182.01458988714
2014/7/21,502.6639783547117,502.14166570843213,504.8961430076344,499.50872412576246,99815.64286300889
2014/7/22,554.9263022990455,558.6849814430893,561.9599578641523,553.58412349342,112541.34606966391
2014/7/23,542.7621118016299,544.9913189619833,546.3258827270462,540.7408131094395,95701.37579320831
2014/7/24,532.0001819329541,528.7748114903185,534.3998870067836,527.678197289779,121823.65357062143
2014/7/25,533.816561494456,537.3855969081726,538.1296369880025,530.672925917142,98473.80810696163
2014/7/28,501.4582227149302,505.2240440165878,506.8507361446108,500.4291231904735,137022.4314944976
2014/7/29,509.7740255933719,511.9639238113504,513.6879265806328,507.99157132935557,158639.16505005708
2014/7/30,512.7038641757226,509.28003078562654,514.421619533566,507.6312374735109,113277.39374067978
2014/7/31,525.8518778151564,525.1020671327666,527.2855350068993,522.9947728156328,77360.79166819593
2014/8/1,532.4360108601078,532.9150772360742,535.9263289473729,530.1070049578755,113621.33526218779
2014/8/4,471.21009880225097,473.0062727385048,474.6983405223659,469.45524726594016,150347.35053151965
2014/8/5,564.0482669334227,557.2908809485092,568.0668464055454,555.2885756986697,157196.91265633935
2014/8/6,497.46832442077175,499.2602936966976,500.835476942418,495.62559115832556,136871.2033690857
2014/8/7,500.7690479964554,500.36399217041026,503.7341670145982,498.4890854648932,116793.1616728521
2014/8/8,495.8342414881714,493.88690176037204,497.25973411263084,490.9491897433738,113739.91809295153
2014/8/11,473.1616152086318,473.19794232629954,477.7594275889413,471.4419249586261,136022.42882649976
2014/8/12,509.051933233276,506.68114594568635,510.6527171003108,504.95384600032446,92056.23310232893
2014/8/13,451.4291046541882,449.08886300118235,453.01238775003975,447.9968168637077,134896.78936275392
2014/8/14,464.30331971914495,463.7874447044033,466.4145271887398,460.9125331942565,105702.37308440258
2014/8/15,477.8670526736691,479.93918047555366,481.8579911807555,476.0841406979228,122603.32110172641
2014/8/18,451.12626942284834,450.1755242099871,453.0988087849827,447.6677888471787,129170.73956232528
2014/8/19,417.37920185553276,419.39219996663763,420.32777138577546,416.3880811783888,101475.52994177592
2014/8/20,480.5802307436885,478.2405342530215,481.78121208849484,476.44955770900935,117657.01384845107
2014/8/21,437.147095648159,438.9227759081066,439.8599796786151,435.674480277262,102624.52089922907
2014/8/22,458.9907698254992,457.2382049162822,460.55776245330327,456.1121305990075,106979.98029185948
2014/8/25,454.90033203803404,454.61261106582185,455.79396136628884,451.3997199145851,105380.84817817484
2014/8/26,463.42729647252156,462.86733310659406,465.12850497991036,460.1256560090298,93917.40444258429
2014/8/27,433.88609338739235,431.1316019869982,435.05878362167687,430.6561182925956,103406.53482382631
2014/8/28,399.1866524618889,397.491378774772,400.367194628641,396.2488704376323,165615.4295090033
2014/8/29,474.53164961692136,474.25036218275034,476.6403801690351,471.8707782861908,101836.50615049887
2014/9/1,413.1615168046142,410.7805151173155,414.03254556404494,410.00210028850955,111459.10089513124
2014/9/2,413.7499400203394,417.0235522697366,418.5471147219677,412.2684341732803,184836.8516365867
2014/9/3,407.09536962970924,403.4942544486456,408.5722775665932,402.6775642860614,202219.68486570078
2014/9/4,448.43340876014264,449.04244334454694,451.5594012368867,446.8165204479619,203531.8749088182
2014/9/5,422.0134402191032,419.7748553316658,422.82383216648134,418.06325030665187,171377.6730430637
2014/9/9,476.93360660930614,470.3560513028652,477.7368984894899,468.57282110534226,231024.267702984
2014/9/10,384.22772019284037,383.06338892417403,388.14566788427425,379.4897007387438,361724.28264967975
2014/9/11,441.9206833731324,440.749700260318,443.8141748313635,438.08652258686374,197416.638595308
2014/9/12,455.48893802643585,455.6941539682265,458.29246365084725,451.01674634820034,215983.02662532628
2014/9/15,403.1309542457886,405.13899061326174,406.4120888079421,401.02150560332876,241315.39597181024
2014/9/16,411.31331196072256,408.62468139264433,413.3499548685351,407.3574862663739,288008.9888216993
2014/9/17,437.89521801115455,436.17519429499856,439.8833940341821,433.73218307838886,239708.9242409806
2014/9/18,466.85968570549466,462.3996776586651,467.3335223548023,461.5118505816579,209535.87393238035
2014/9/19,397.74999730279353,395.0764173900202,399.79696177531275,394.06082863151977,329442.8710329126
2014/9/22,386.9648051438666,379.11252490075293,387.36659296147707,376.2257713019296,262139.73859631247
2014/9/23,408.23928325137786,406.3798183797526,412.5546261532735,402.06989949195685,345763.42235449137
2014/9/24,409.1517741932021,411.9035461954293,413.8881469059373,407.34486142019665,252993.45662534735
2014/9/25,385.4686390716657,382.9475895549087,390.9565115073319,379.3711830180821,448769.01467004395
2014/9/26,367.8465003608918,372.02189642973,374.95109732335806,365.9876534657379,561064.3800360705
2014/9/29,386.8564157830931,384.87896995378605,390.3150823513922,380.63053642408255,411814.7750100536
2014/9/30,439.73737421476517,440.43780040231053,443.89146051403304,437.51383737321333,215943.05674533147
2014/10/8,469.68179630609643,460.3869805307036,471.62087185290835,458.732888068282,258422.65374003706
2014/10/9,408.37849470405934,409.74881881655284,412.2203783826281,405.79112640998727,264962.90346384107
2014/10/10,466.6942729080499,461.0665824966982,470.1635974106707,458.388925192317,280328.3594969955
2014/10/13,397.9285222011127,401.9549620462586,405.72444576748495,397.182261663006,292316.8350346123
2014/10/14,418.8486647465578,421.5893480028363,423.4264982965182,416.579447556596,177447.45284947145
2014/10/15,475.0512886118502,482.1991733526827,484.6681001086425,470.8090766043105,190080.03826299703
2014/10/16,467.16900717653516,465.63532525253873,470.5546680346664,459.7776497760865,235754.42188286938
2014/10/17,506.09317588265,497.4994686143688,508.15346761493396,495.28516699384954,123945.11041376764
2014/10/20,433.75215671016014,432.4260415989823,437.52845591294135,430.58797601696426,231118.82693630707
2014/10/21,499.925746174404,501.56964037410927,504.0276038841339,496.3216420961954,182759.7464668117
2014/10/22,408.7083066237999,405.6304482922845,410.1956648465942,403.79680004881556,313843.00426395447
2014/10/23,428.46907514497775,433.2579935824102,435.15142954613225,426.1402231636671,331447.0057868465
2014/10/24,455.0357460305014,458.85199614392315,460.52361727493064,453.45545104612876,261898.47759033486
2014/10/27,450.67335686395705,448.52043908878176,452.9256107750416,447.5737228714765,208677.9394946856
2014/10/28,483.59457212473677,485.8436159196167,489.45418854162614,480.4394623303596,236978.60158267227
2014/10/29,441.3199965864325,445.66009845950686,445.7852742375712,439.7973243174664,317733.8149428044
2014/10/30,407.77955971398546,408.221120623963,411.45299516188305,406.0887226460757,356321.87510835915
2014/10/31,483.40885126885604,483.8412174418697,486.93690744219305,477.62655021210315,297206.9642809601
2014/11/3,420.4793583650618,416.66253935049383,422.7284256574901,415.83156769649827,329574.2075559168
2014/11/4,439.3453700901641,440.10876453808885,443.5104102687463,437.10245524762666,341160.84854574356
2014/11/5,414.2229632060499,408.2623220599163,415.73173481844896,407.61140592200746,372936.7434037524
2014/11/6,421.16617770143637,424.1570913080146,425.36646145153804,420.0725444523323,336181.3142645859
2014/11/7,399.8050652918764,402.5580187465042,404.0192599105333,397.7498197979232,430270.3447595169
2014/11/10,402.1149327226011,405.6959275921259,407.20042057909245,401.1212397145063,421311.79406432377
2014/11/11,470.59649911197386,465.61469855415123,471.65083840052966,463.79353001386744,266300.06945182214
2014/11/12,419.1561574224071,421.06536126991426,422.97129020337076,417.7164356948395,309401.48910363467
2014/11/13,456.58685428444625,457.7379464126657,460.4620713915921,453.1183368252187,277520.0805313443
2014/11/14,454.61694215317874,455.1753765038688,458.98931806704235,452.3162749511574,216052.00117537682
2014/11/17,424.66123851145164,420.00783064528537,426.8035717286661,419.03304139020975,258015.67074366164
2014/11/18,355.8503913849135,351.0253961562729,356.3493334941732,349.06361471132726,511960.19168023125
2014/11/19,407.9343891937016,411.7884356203541,415.16925358894173,406.5411358374165,349157.90313121385
2014/11/20,405.4973917681443,405.0118655937172,408.3422212487845,403.6278121625178,254541.09738112945
2014/11/21,354.0606028992714,355.31918337435343,357.04371984543025,352.0990572411499,391422.41000089975
2014/11/24,391.26632963666805,386.658448877901,392.4016273130366,385.0835438962414,324787.66101414606
2014/11/25,347.89161583317934,349.34427503995573,350.0142026839843,345.07195620678044,326248.16302616947
2014/11/26,334.8805764832695,335.5849600069005,336.7655555534945,333.25556846936826,287551.1599773624
2014/11/27,317.0468788801258,322.3041963762249,322.9827270597674,315.4802729822485,537913.9352511088
2014/11/28,344.6382163209526,345.559535161588,350.39719377306574,342.6034379135792,491245.09170287824
2014/12/1,340.30620262200034,337.8206304898463,341.92823632540257,336.61459612593046,408770.7017801913
2014/12/2,371.832385383869,365.72331827584105,373.7752360425767,364.05592832260083,385080.0594234888
2014/12/3,369.063709210981,371.8205380212625,373.7473435199661,366.8336668631985,426601.64866218186
2014/12/4,341.57779920554606,344.59513896613674,347.63549388106026,340.9916923102017,484060.6087047237
2014/12/5,398.0466394045784,396.8711653353471,398.78812421827695,392.6781350857183,272478.2756325524
2014/12/8,395.0129466286066,389.08947994633,398.1116943310439,388.45578337522477,333090.46905695205
2014/12/9,357.370392687793,356.4729449846448,359.37261810865476,352.38153126770874,382166.5992294002
2014/12/10,388.59089136257575,389.7759290688685,391.87533782835527,384.8431824890174,361403.8151746858
2014/12/11,364.19085784824614,365.95765597843206,368.6901517155057,362.2046540791591,377832.4802113078
2014/12/12,394.0290315898001,399.5629278192657,400.76699810852665,393.24920997077356,330259.9748502838
2014/12/15,498.5470840149152,506.5362819568551,510.6923580361687,493.1549842010958,210496.06207579336
2014/12/16,448.5759424213716,445.67708267455015,451.2615070459167,441.6805086308354,261325.93243666372
2014/12/17,507.58947925251925,505.93853581711045,511.6066664698808,499.7098552898509,235416.2354010087
2014/12/18,495.20330319202395,496.0721680300364,501.8070252194578,490.7706440058181,279830.6601856586
2014/12/19,416.66136503086517,417.3924590256437,421.1430344599408,413.26153907125894,247596.67469144423
2014/12/22,465.0809370726562,461.70423403834064,471.18266788894744,459.4909125454827,292995.1155602787
2014/12/23,407.4534765650338,403.8368387246173,409.917675099306,402.86638106061264,265706.9882049836
2014/12/24,411.89074644807386,414.8314164064656,417.09291667994506,407.47998583933895,269845.95536896086
2014/12/25,445.8727921237915,444.03009229910157,449.3247521902094,442.6573309050994,158233.26305431337
2014/12/26,495.1141253134551,492.2031825545398,498.59495641869904,491.21548320245074,137903.66242599778
2014/12/29,403.6142213450521,406.4284426763764,408.66710609341953,401.68422666316707,172036.28177666594
2014/12/30,432.5153632490843,438.63112842156124,445.24577102883944,430.7211180308212,365878.80574812583
2014/12/31,420.37580196173786,424.6408431501633,427.84815651105447,417.81582316381883,221876.61914842605
2015/1/5,460.20453142695834,451.1141374371939,461.4495999279786,447.9425666979409,160128.60722947377
2015/1/6,419.1492802602043,425.73322835631336,429.3171139687013,416.9474662283254,406494.8669338111
2015/1/7,478.4604769991048,475.36432972846796,482.1509590992567,471.6331718931676,266148.72488812596
2015/1/8,467.00496264135995,462.5848155389128,469.08259822168293,461.4749206820064,208810.50574821513
2015/1/9,554.3851106486615,543.1272134233295,555.743185594962,540.6310071514532,237091.63885309294
2015/1/12,434.3474218836597,431.86053720340453,438.2263555079892,428.6390961423661,279525.8190235556
2015/1/13,481.3114050346789,481.00885927508943,486.02373379249656,477.0528755158334,211915.67792208894
2015/1/14,467.38394013903735,468.0533511165075,473.047028713439,463.5468792009454,284142.88306338195
2015/1/15,487.92769147722765,494.6037015746765,496.29187488602156,484.9578669382663,266245.53658960346
2015/1/16,449.82087970696335,449.64043378156026,454.7370516434672,445.4002001616359,264743.4906159483
2015/1/19,435.3160234361058,440.2013555790004,441.60670575168746,433.0563189084496,325019.58978446765
2015/1/20,470.2445300981374,465.6990830243472,471.8855174501697,463.7115104719805,214980.37934227881
2015/1/21,447.3221454962822,451.38532488597724,455.21772036452313,445.17496082553174,242499.50711954833
2015/1/22,491.18170661149554,490.7722392042127,496.54242410170775,486.54195364732016,217988.55036928234
2015/1/23,449.38430823882425,447.8201199291754,451.0129147187502,444.82919278072933,208790.41351826064
2015/1/26,447.3870622448479,439.85765554215675,448.56264895293253,437.6600108822037,262078.46540113012
2015/1/27,460.8230473644564,460.8115765098367,463.4167445229786,458.8927680345826,141261.44803799668
2015/1/28,451.7221221091546,455.4793025356795,456.2139204848547,449.4879257109546,166390.91841948198
2015/1/29,446.1848925933237,448.4601215495729,450.4792595755476,444.0997728493895,210175.10826667424
2015/1/30,488.33488888810865,482.8311318904911,489.18014097632,481.8421147948437,141058.30485571234
2015/2/2,489.98134577385946,492.86323549214603,497.98848100361334,486.7833896191178,201232.95458370473
2015/2/3,494.2320251542347,502.6196308806274,504.2856214810198,492.52279951323266,234886.171306047
2015/2/4,521.5662546128257,518.795368557843,529.5334957510889,516.9593676641598,217574.11514473634
2015/2/5,488.3834017790846,488.73358067971293,491.41595488899634,485.42422486929894,136350.2012914705
2015/2/6,568.5877413407817,577.7684580696224,578.7668847275596,567.0349649938964,173387.8013813997
2015/2/9,551.3129652166767,549.3880289251044,552.7717454734172,545.2829208675641,117562.07482822564
2015/2/10,581.9252851953852,583.7904719036809,586.5614348296946,579.0050019782959,98282.48746754142
2015/2/11,586.009626135727,590.1598822719337,592.213620536231,584.207622098657,89982.62743294798
2015/2/12,571.8608298543198,574.4357068058168,575.426555943001,568.5401833535526,97949.60784236433
2015/2/13,584.0803672991444,594.7152783301922,596.7789844898493,583.301605401335,178626.12384571094
2015/2/16,529.2301747498566,534.083853222794,536.5843830843572,526.6876331625214,132638.1895140896
2015/2/17,542.8328257816124,543.9098255643727,547.2909642049018,538.6369559293769,87584.59129209894
2015/2/25,526.2362880132354,534.860428659096,537.6821029415822,524.5530189068969,80747.60689093247
2015/2/26,533.3463247569822,541.9927060720144,543.5037426007109,531.366406057178,151823.5076612005
2015/2/27,541.5072181719792,539.5506620616121,543.8092870429336,534.1004345840325,172287.7648063364
2015/3/2,540.0083789808325,547.7897482285617,551.5686378408466,536.890314438556,239632.43506722746
2015/3/3,517.1040301831051,514.3296572381183,525.1022894646829,509.9832057677762,351579.3947724119
2015/3/4,512.2204462178455,510.48487601803544,514.69337597766,505.46086993435625,310937.5826429099
2015/3/5,480.5669446923531,475.9773999860529,484.1312237287654,468.94488201651194,461679.4609976558
2015/3/6,427.64442854790013,425.3847525094666,429.73603050763415,422.72111445913595,486009.8578052251
2015/3/9,411.1702087043516,411.850277800394,414.69044592917044,403.66102975180127,516676.2484162785
2015/3/10,428.1308615764641,424.9714016175142,430.8660418203213,423.5253414454225,469041.37363399647
2015/3/11,434.64412999675613,431.68055008778595,437.69203553222985,430.3091528420632,422533.2515813583
2015/3/12,476.2688834753307,490.51559197722435,491.40316077441076,475.10739242970925,382354.50248314114
2015/3/13,475.1434897807631,474.0316874552819,478.20263085348273,470.1124969234276,298366.7532866102
2015/3/16,484.73380273348863,487.3784409480086,490.6993945627503,478.5591966097724,322413.6809570153
2015/3/17,477.69508961306474,478.75933517283096,482.89895468028834,473.63532777740824,395307.28783978865
2015/3/18,433.7712196040356,427.0025833344132,436.24366792199305,425.954758287358,347296.2233265381
2015/3/19,438.40577395254076,440.3856995202655,446.5772920402156,436.89465300224964,275255.2453800501
2015/3/20,433.5192290774671,433.66781141917517,437.6637993728773,430.9115557710808,241086.51947747366
2015/3/23,409.5867409453176,417.55612978222814,419.1793620708963,408.348464592126,348084.1806388712
2015/3/24,432.83097004800754,437.51757321376203,440.29549376917663,430.3922987970703,374315.8763700531
2015/3/25,499.55903904982785,494.69064183266005,502.5692849691847,493.47306729560495,221504.70004906942
2015/3/26,495.671801627952,495.78667601647317,499.1141315905063,490.27312957408304,234397.97191421065
